8.834403125999999995e-01	-5.282729619999999848e-02	1.000000000000000000e+00
3.077462102100000152e+00	2.315249184599999843e+00	0.000000000000000000e+00
1.321384271699999946e+00	-3.962355605499999989e+00	0.000000000000000000e+00
-7.894516046099999684e+00	-1.242162218300000065e+00	1.000000000000000000e+00
9.988221904999999845e-01	-4.584286847199999571e+00	0.000000000000000000e+00
-8.030065277300000304e+00	-6.481220215299999587e+00	1.000000000000000000e+00
-6.677720047600000264e+00	-7.159413997399999730e+00	1.000000000000000000e+00
-8.133102991299999474e+00	-6.700480973300000365e+00	1.000000000000000000e+00
2.873201187899999898e+00	2.747849650000000130e-02	0.000000000000000000e+00
-5.448988349100000406e+00	-8.611901921099999413e+00	1.000000000000000000e+00
-5.642983501699999849e+00	-1.703512963100000110e+00	0.000000000000000000e+00
-1.966580445199999971e+00	2.278331057599999987e+00	1.000000000000000000e+00
-2.850966436199999787e+00	-5.608652586099999837e+00	0.000000000000000000e+00
6.302297494999999916e-01	3.313289193500000174e+00	0.000000000000000000e+00
-3.117505758000000071e+00	-4.356677588800000223e+00	0.000000000000000000e+00
-7.376273026399999821e+00	-7.392632898199999580e+00	1.000000000000000000e+00
3.887529728300000098e+00	-3.361694260600000206e+00	0.000000000000000000e+00
-7.738974857899999726e+00	3.120294019000000030e-01	1.000000000000000000e+00
1.931981613500000083e+00	-4.250788256199999893e+00	0.000000000000000000e+00
-8.828931796399999143e+00	-5.835395968400000299e+00	1.000000000000000000e+00
2.117159350000000106e+00	2.929623483299999886e+00	0.000000000000000000e+00
1.185037969599999963e+00	-3.316431953399999966e+00	0.000000000000000000e+00
-2.602940620100000046e+00	-5.246480569500000080e+00	0.000000000000000000e+00
-2.309738719999999967e-01	-3.689425823900000179e+00	0.000000000000000000e+00
-4.431519986899999708e+00	1.349232504599999993e+00	1.000000000000000000e+00
5.797907304999999623e-01	-5.228845891499999787e+00	0.000000000000000000e+00
2.694880179700000156e+00	2.490626844199999912e+00	0.000000000000000000e+00
-7.834409060799999658e+00	1.414080156300000057e+00	1.000000000000000000e+00
-4.416874718499999908e+00	-3.267376368699999922e+00	0.000000000000000000e+00
-6.304245689600000091e+00	-1.002173752200000045e+00	1.000000000000000000e+00
-3.255899572400000164e+00	-3.950979600000000258e-01	1.000000000000000000e+00
2.456706436400000193e+00	-2.676865041600000161e+00	0.000000000000000000e+00
1.479801281499999899e+00	-2.317377666200000075e+00	0.000000000000000000e+00
-8.752672699599999717e+00	-2.636629239399999936e+00	1.000000000000000000e+00
-1.087938534400000101e+00	-4.574393499000000141e-01	1.000000000000000000e+00
-8.490952837100000039e+00	-6.357377130599999759e+00	1.000000000000000000e+00
7.383737567000000501e-01	8.277694507999999729e-01	1.000000000000000000e+00
-3.116744032899999794e+00	-5.066419908300000330e+00	0.000000000000000000e+00
-4.274689004699999906e+00	8.824792096000000363e-01	1.000000000000000000e+00
-4.054807023799999577e+00	1.775976453700000013e+00	1.000000000000000000e+00
1.209578373200000057e+00	5.355895563299999829e+00	0.000000000000000000e+00
3.020943530000000030e-02	-3.725718714600000148e+00	0.000000000000000000e+00
1.121055744299999990e+00	3.539581058800000068e+00	0.000000000000000000e+00
-5.006796487999999989e+00	-4.109252858799999686e+00	0.000000000000000000e+00
3.754525161000000222e-01	-3.662254601199999904e+00	0.000000000000000000e+00
-7.312343722499999643e+00	-1.795241835799999963e+00	1.000000000000000000e+00
-3.570739130599999811e+00	-4.978618146399999667e+00	0.000000000000000000e+00
-1.621884127700000011e+00	-6.534575094900000103e+00	0.000000000000000000e+00
-9.315185957999999600e-01	2.385819939100000120e+00	1.000000000000000000e+00
3.547798057600000110e+00	4.377522390999999957e-01	0.000000000000000000e+00
-8.381320803599999536e+00	-7.195761480599999871e+00	1.000000000000000000e+00
-9.056813004600000383e+00	-8.972127330000000400e-01	1.000000000000000000e+00
-3.874262428299999783e+00	-4.604461573000000030e+00	0.000000000000000000e+00
1.616800175300000086e+00	-2.216624682700000015e+00	0.000000000000000000e+00
-1.404577268299999959e+00	-5.283454891799999942e+00	0.000000000000000000e+00
9.367218026000000419e-01	1.870864619900000081e+00	0.000000000000000000e+00
3.217616726000000149e+00	-5.822639499999999746e-01	0.000000000000000000e+00
1.520747306400000110e+00	3.081823416799999826e+00	0.000000000000000000e+00
-4.987957209000000169e-01	-4.020027296700000363e+00	0.000000000000000000e+00
-3.253982420000000042e-01	1.777899293699999994e+00	1.000000000000000000e+00
-7.392671528600000208e+00	5.722526064999999829e-01	1.000000000000000000e+00
4.254539889000000130e+00	5.506752831000000237e-01	0.000000000000000000e+00
-1.107899614599999971e+00	1.048081065299999892e+00	1.000000000000000000e+00
-2.467341779099999854e+00	-4.537822011800000332e+00	0.000000000000000000e+00
-4.635190320499999572e+00	-2.428155070000000137e-02	1.000000000000000000e+00
-5.566609292399999909e+00	4.225401920999999894e-01	1.000000000000000000e+00
-8.045616507500000125e+00	-3.810664161600000099e+00	1.000000000000000000e+00
3.797643407299999829e+00	-1.559331387899999921e+00	0.000000000000000000e+00
-6.897842354799999853e+00	-6.046649874999999952e+00	1.000000000000000000e+00
-6.087398826000000041e-01	1.690906462999999915e+00	1.000000000000000000e+00
-9.086849746200000411e+00	-2.101031931700000133e+00	1.000000000000000000e+00
-2.609327313600000142e+00	-4.909793164999999959e+00	0.000000000000000000e+00
-8.722552011399999472e+00	-1.146226311199999959e+00	1.000000000000000000e+00
-6.447846539600000426e+00	-1.678582828000000082e-01	1.000000000000000000e+00
-8.508400420099999195e+00	-4.533401951600000146e+00	1.000000000000000000e+00
3.630554401099999939e+00	-2.171680817599999980e+00	0.000000000000000000e+00
3.105480062399999852e+00	-6.376494046999999776e-01	0.000000000000000000e+00
1.483460157000000001e-01	5.366105647000000145e-01	1.000000000000000000e+00
-3.857415305399999994e+00	1.046814791000000078e+00	1.000000000000000000e+00
-6.640695408000000244e-01	-1.546424237000000035e-01	1.000000000000000000e+00
4.666975356200000036e+00	-1.086557663400000040e+00	0.000000000000000000e+00
-1.856627520099999984e+00	3.097343376000000204e-01	1.000000000000000000e+00
-8.559354548600000001e+00	-1.198473542599999941e+00	1.000000000000000000e+00
-2.114214100000000145e-03	-5.089420950100000063e+00	0.000000000000000000e+00
-8.573880034400000127e+00	1.093919093000000065e-01	1.000000000000000000e+00
-8.944762497299999282e+00	1.295624919800000052e+00	1.000000000000000000e+00
-6.164978205399999744e+00	-9.669760684599999934e+00	1.000000000000000000e+00
-2.618502991000000168e-01	-4.814767535000000209e-01	1.000000000000000000e+00
-5.731627503700000403e+00	-2.675124994799999989e+00	0.000000000000000000e+00
-6.276243509000000165e-01	-5.825585866399999979e+00	0.000000000000000000e+00
